Domain Code,Domain,Area,Element,Item,Year Code,Year,Unit,Value,Flag Description
QCL,Crops and livestock products,Republic of Moldova,Production,Cauliflowers and broccoli,2024,2024,t,982.81,Estimated value
QCL,Crops and livestock products,Republic of Moldova,Production,Cherries,2024,2024,t,13283,Official figure
QCL,Crops and livestock products,Republic of Moldova,Production,"Chick peas, dry",2024,2024,t,2989.8,Estimated value
QCL,Crops and livestock products,Republic of Moldova,Production,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2024,2024,t,10458,Official figure
QCL,Crops and livestock products,Republic of Moldova,Production,Cucumbers and gherkins,2024,2024,t,16122,Official figure
QCL,Crops and livestock products,Republic of Moldova,Production,Currants,2024,2024,t,1506,Official figure
QCL,Crops and livestock products,Republic of Moldova,Production,"Edible offal of cattle, fresh, chilled or frozen",2024,2024,t,396.67,Value imputed by a receiving agency
QCL,Crops and livestock products,Republic of Moldova,Production,"Edible offal of pigs, fresh, chilled or frozen",2024,2024,t,1623.45,Value imputed by a receiving agency
QCL,Crops and livestock products,Republic of Moldova,Production,"Edible offal of sheep, fresh, chilled or frozen",2024,2024,t,83.32,Value imputed by a receiving agency
QCL,Crops and livestock products,Republic of Moldova,Production,"Edible offals of horses and other equines, fresh, chilled or frozen",2024,2024,t,26.83,Value imputed by a receiving agency
QCL,Crops and livestock products,Republic of Moldova,Production,Eggplants (aubergines),2024,2024,t,5991,Official figure
QCL,Crops and livestock products,Republic of Moldova,Production,"Eggs from other birds in shell, fresh, n.e.c.",2024,2024,t,40,Estimated value
QCL,Crops and livestock products,Republic of Moldova,Production,"Eggs from other birds in shell, fresh, n.e.c.",2024,2024,1000 No,600,Estimated value
QCL,Crops and livestock products,Republic of Moldova,Production,Fat of pigs,2024,2024,t,1623.45,Value imputed by a receiving agency
QCL,Crops and livestock products,Republic of Moldova,Production,Gooseberries,2024,2024,t,63,Official figure
QCL,Crops and livestock products,Republic of Moldova,Production,Grapes,2024,2024,t,396400,Official figure
QCL,Crops and livestock products,Republic of Moldova,Production,Green corn (maize),2024,2024,t,4350.12,Estimated value
QCL,Crops and livestock products,Republic of Moldova,Production,Green garlic,2024,2024,t,8165,Official figure
QCL,Crops and livestock products,Republic of Moldova,Production,"Hazelnuts, in shell",2024,2024,t,351.57,Estimated value
QCL,Crops and livestock products,Republic of Moldova,Production,"Hen eggs in shell, fresh",2024,2024,t,34529.5,Estimated value
QCL,Crops and livestock products,Republic of Moldova,Production,"Hen eggs in shell, fresh",2024,2024,1000 No,627809,Official figure
QCL,Crops and livestock products,Republic of Moldova,Production,"Horse meat, fresh or chilled",2024,2024,t,230,Estimated value
QCL,Crops and livestock products,Republic of Moldova,Production,Leeks and other alliaceous vegetables,2024,2024,t,363.92,Estimated value
QCL,Crops and livestock products,Republic of Moldova,Production,Maize (corn),2024,2024,t,716903,Official figure
QCL,Crops and livestock products,Republic of Moldova,Production,"Meat of cattle with the bone, fresh or chilled",2024,2024,t,2261,Official figure
QCL,Crops and livestock products,Republic of Moldova,Production,"Meat of chickens, fresh or chilled",2024,2024,t,50351.6,Official figure
QCL,Crops and livestock products,Republic of Moldova,Production,"Meat of pig with the bone, fresh or chilled",2024,2024,t,23727.4,Official figure
QCL,Crops and livestock products,Republic of Moldova,Production,"Meat of rabbits and hares, fresh or chilled",2024,2024,t,668.97,Value imputed by a receiving agency
QCL,Crops and livestock products,Republic of Moldova,Production,"Meat of sheep, fresh or chilled",2024,2024,t,705,Official figure
QCL,Crops and livestock products,Republic of Moldova,Production,"Meat of turkeys, fresh or chilled",2024,2024,t,288.42,Value imputed by a receiving agency
QCL,Crops and livestock products,Republic of Moldova,Production,Millet,2024,2024,t,169,Official figure
QCL,Crops and livestock products,Republic of Moldova,Production,Mixed grain,2024,2024,t,3122,Official figure
QCL,Crops and livestock products,Republic of Moldova,Production,Mushrooms and truffles,2024,2024,t,1591,Official figure
QCL,Crops and livestock products,Republic of Moldova,Production,Natural honey,2024,2024,t,4485.35,Value imputed by a receiving agency
QCL,Crops and livestock products,Republic of Moldova,Production,Oats,2024,2024,t,2097,Official figure
QCL,Crops and livestock products,Republic of Moldova,Production,"Onions and shallots, dry (excluding dehydrated)",2024,2024,t,60542,Official figure
QCL,Crops and livestock products,Republic of Moldova,Production,"Onions and shallots, green",2024,2024,t,,Missing value; data cannot exist
QCL,Crops and livestock products,Republic of Moldova,Production,"Other beans, green",2024,2024,t,1706.91,Estimated value
QCL,Crops and livestock products,Republic of Moldova,Production,"Other fruits, n.e.c.",2024,2024,t,,Missing value; data cannot exist
QCL,Crops and livestock products,Republic of Moldova,Production,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2024,2024,t,502.27,Estimated value
QCL,Crops and livestock products,Republic of Moldova,Production,"Other vegetables, fresh n.e.c.",2024,2024,t,26709,Official figure
QCL,Crops and livestock products,Republic of Moldova,Production,Peaches and nectarines,2024,2024,t,15456,Official figure
QCL,Crops and livestock products,Republic of Moldova,Production,Pears,2024,2024,t,3214,Official figure
QCL,Crops and livestock products,Republic of Moldova,Production,"Peas, dry",2024,2024,t,25167,Official figure
QCL,Crops and livestock products,Republic of Moldova,Production,"Peas, green",2024,2024,t,3222,Official figure
QCL,Crops and livestock products,Republic of Moldova,Production,Plums and sloes,2024,2024,t,95125,Official figure
QCL,Crops and livestock products,Republic of Moldova,Production,Potatoes,2024,2024,t,135372,Official figure
QCL,Crops and livestock products,Republic of Moldova,Production,"Pumpkins, squash and gourds",2024,2024,t,24332,Official figure
QCL,Crops and livestock products,Republic of Moldova,Production,Quinces,2024,2024,t,1926,Official figure
QCL,Crops and livestock products,Republic of Moldova,Production,Rape or colza seed,2024,2024,t,86547,Official figure
QCL,Crops and livestock products,Republic of Moldova,Production,Raspberries,2024,2024,t,5038,Official figure
QCL,Crops and livestock products,Republic of Moldova,Production,Raw hides and skins of cattle,2024,2024,t,238,Value imputed by a receiving agency
QCL,Crops and livestock products,Republic of Moldova,Production,Raw hides and skins of sheep or lambs,2024,2024,t,320.45,Value imputed by a receiving agency
QCL,Crops and livestock products,Republic of Moldova,Production,Raw milk of cattle,2024,2024,t,232873,Official figure
QCL,Crops and livestock products,Republic of Moldova,Production,Raw milk of goats,2024,2024,t,9075,Official figure
QCL,Crops and livestock products,Republic of Moldova,Production,Raw milk of sheep,2024,2024,t,25223,Official figure
QCL,Crops and livestock products,Republic of Moldova,Production,Rye,2024,2024,t,1464,Official figure
QCL,Crops and livestock products,Republic of Moldova,Production,"Sheep fat, unrendered",2024,2024,t,38.45,Value imputed by a receiving agency
QCL,Crops and livestock products,Republic of Moldova,Production,"Shorn wool, greasy, including fleece-washed shorn wool",2024,2024,t,1093.28,Value imputed by a receiving agency
QCL,Crops and livestock products,Republic of Moldova,Production,Sorghum,2024,2024,t,10885,Official figure
QCL,Crops and livestock products,Republic of Moldova,Production,Sour cherries,2024,2024,t,9774,Official figure
QCL,Crops and livestock products,Republic of Moldova,Production,Soya beans,2024,2024,t,31555,Official figure
QCL,Crops and livestock products,Republic of Moldova,Production,Strawberries,2024,2024,t,10177,Official figure
QCL,Crops and livestock products,Republic of Moldova,Production,Sugar beet,2024,2024,t,292673,Official figure
QCL,Crops and livestock products,Republic of Moldova,Production,Sunflower seed,2024,2024,t,618984,Official figure
QCL,Crops and livestock products,Republic of Moldova,Production,Tomatoes,2024,2024,t,35631,Official figure
QCL,Crops and livestock products,Republic of Moldova,Production,Unmanufactured tobacco,2024,2024,t,564,Official figure
QCL,Crops and livestock products,Republic of Moldova,Production,Vetches,2024,2024,t,169,Official figure
QCL,Crops and livestock products,Republic of Moldova,Production,"Walnuts, in shell",2024,2024,t,17515,Official figure
QCL,Crops and livestock products,Republic of Moldova,Production,Watermelons,2024,2024,t,28614,Official figure
QCL,Crops and livestock products,Republic of Moldova,Production,Wheat,2024,2024,t,1194779,Official figure
QCL,Crops and livestock products,Romania,Production,"Almonds, in shell",2024,2024,t,0,Official figure
QCL,Crops and livestock products,Romania,Production,Apples,2024,2024,t,487140,Official figure
QCL,Crops and livestock products,Romania,Production,Apricots,2024,2024,t,22910,Official figure
QCL,Crops and livestock products,Romania,Production,Artichokes,2024,2024,t,0,Official figure
QCL,Crops and livestock products,Romania,Production,Asparagus,2024,2024,t,10,Official figure
QCL,Crops and livestock products,Romania,Production,Avocados,2024,2024,t,0,Official figure
QCL,Crops and livestock products,Romania,Production,Bananas,2024,2024,t,0,Official figure
QCL,Crops and livestock products,Romania,Production,Barley,2024,2024,t,2203260,Official figure
QCL,Crops and livestock products,Romania,Production,Blueberries,2024,2024,t,5000,Official figure
QCL,Crops and livestock products,Romania,Production,"Broad beans and horse beans, dry",2024,2024,t,6250,Official figure
QCL,Crops and livestock products,Romania,Production,"Broad beans and horse beans, green",2024,2024,t,70,Official figure
QCL,Crops and livestock products,Romania,Production,"Buffalo fat, unrendered",2024,2024,t,,Missing value; data cannot exist
QCL,Crops and livestock products,Romania,Production,Cabbages,2024,2024,t,289460,Official figure
QCL,Crops and livestock products,Romania,Production,Cantaloupes and other melons,2024,2024,t,26960,Official figure
QCL,Crops and livestock products,Romania,Production,Carrots and turnips,2024,2024,t,72990,Official figure
QCL,Crops and livestock products,Romania,Production,Cauliflowers and broccoli,2024,2024,t,17010,Official figure
QCL,Crops and livestock products,Romania,Production,Cereals n.e.c.,2024,2024,t,2290,Official figure
QCL,Crops and livestock products,Romania,Production,Cherries,2024,2024,t,34380,Official figure
QCL,Crops and livestock products,Romania,Production,"Chestnuts, in shell",2024,2024,t,50,Official figure
QCL,Crops and livestock products,Romania,Production,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2024,2024,t,93340,Official figure
QCL,Crops and livestock products,Romania,Production,Cucumbers and gherkins,2024,2024,t,73140,Official figure
QCL,Crops and livestock products,Romania,Production,Currants,2024,2024,t,220,Official figure
QCL,Crops and livestock products,Romania,Production,"Edible offal of buffalo, fresh, chilled or frozen",2024,2024,t,,Missing value; data cannot exist
QCL,Crops and livestock products,Romania,Production,Eggplants (aubergines),2024,2024,t,50290,Official figure
QCL,Crops and livestock products,Romania,Production,Figs,2024,2024,t,0,Official figure
QCL,Crops and livestock products,Romania,Production,"Flax, raw or retted",2024,2024,t,770,Official figure
QCL,Crops and livestock products,Romania,Production,Grapes,2024,2024,t,704160,Official figure
QCL,Crops and livestock products,Romania,Production,Green garlic,2024,2024,t,17770,Official figure
QCL,Crops and livestock products,Romania,Production,"Hazelnuts, in shell",2024,2024,t,3950,Official figure
QCL,Crops and livestock products,Romania,Production,"Hen eggs in shell, fresh",2024,2024,1000 No,5433672,Official figure
QCL,Crops and livestock products,Romania,Production,Hop cones,2024,2024,t,150,Official figure
QCL,Crops and livestock products,Romania,Production,Kiwi fruit,2024,2024,t,0,Official figure
QCL,Crops and livestock products,Romania,Production,Leeks and other alliaceous vegetables,2024,2024,t,230,Official figure
QCL,Crops and livestock products,Romania,Production,Lemons and limes,2024,2024,t,0,Official figure
QCL,Crops and livestock products,Romania,Production,Lettuce and chicory,2024,2024,t,2010,Official figure
QCL,Crops and livestock products,Romania,Production,Linseed,2024,2024,t,1950,Official figure
QCL,Crops and livestock products,Romania,Production,Lupins,2024,2024,t,170,Official figure
QCL,Crops and livestock products,Romania,Production,Maize (corn),2024,2024,t,5971850,Official figure
QCL,Crops and livestock products,Romania,Production,"Meat of cattle with the bone, fresh or chilled",2024,2024,t,75780,Official figure
QCL,Crops and livestock products,Romania,Production,"Meat of chickens, fresh or chilled",2024,2024,t,532940,Official figure
QCL,Crops and livestock products,Romania,Production,"Meat of goat, fresh or chilled",2024,2024,t,4260,Official figure
QCL,Crops and livestock products,Romania,Production,"Meat of pig with the bone, fresh or chilled",2024,2024,t,328260,Official figure
QCL,Crops and livestock products,Romania,Production,"Meat of sheep, fresh or chilled",2024,2024,t,51690,Official figure
QCL,Crops and livestock products,Romania,Production,Mixed grain,2024,2024,t,0,Official figure
QCL,Crops and livestock products,Romania,Production,Mushrooms and truffles,2024,2024,t,16810,Official figure
QCL,Crops and livestock products,Romania,Production,Oats,2024,2024,t,143640,Official figure
QCL,Crops and livestock products,Romania,Production,Olives,2024,2024,t,0,Official figure
QCL,Crops and livestock products,Romania,Production,"Onions and shallots, dry (excluding dehydrated)",2024,2024,t,127530,Official figure
QCL,Crops and livestock products,Romania,Production,Oranges,2024,2024,t,0,Official figure
QCL,Crops and livestock products,Romania,Production,"Other beans, green",2024,2024,t,11080,Official figure
QCL,Crops and livestock products,Romania,Production,Other berries and fruits of the genus vaccinium n.e.c.,2024,2024,t,1460,Official figure
QCL,Crops and livestock products,Romania,Production,"Other citrus fruit, n.e.c.",2024,2024,t,0,Official figure
QCL,Crops and livestock products,Romania,Production,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2024,2024,t,0,Official figure
QCL,Crops and livestock products,Romania,Production,"Other oil seeds, n.e.c.",2024,2024,t,2740,Official figure
QCL,Crops and livestock products,Romania,Production,Other pome fruits,2024,2024,t,25750,Official figure
QCL,Crops and livestock products,Romania,Production,Other pulses n.e.c.,2024,2024,t,5150,Official figure
QCL,Crops and livestock products,Romania,Production,Other stone fruits,2024,2024,t,0,Official figure
QCL,Crops and livestock products,Romania,Production,"Other tropical fruits, n.e.c.",2024,2024,t,0,Official figure
QCL,Crops and livestock products,Romania,Production,"Other vegetables, fresh n.e.c.",2024,2024,t,310,Official figure
QCL,Crops and livestock products,Romania,Production,Peaches and nectarines,2024,2024,t,11570,Official figure
QCL,Crops and livestock products,Romania,Production,Pears,2024,2024,t,39280,Official figure
QCL,Crops and livestock products,Romania,Production,"Peas, dry",2024,2024,t,114510,Official figure
QCL,Crops and livestock products,Romania,Production,"Peas, green",2024,2024,t,780,Official figure
QCL,Crops and livestock products,Romania,Production,Plums and sloes,2024,2024,t,602570,Official figure
QCL,Crops and livestock products,Romania,Production,Pomelos and grapefruits,2024,2024,t,0,Official figure
QCL,Crops and livestock products,Romania,Production,Potatoes,2024,2024,t,1053300,Official figure
QCL,Crops and livestock products,Romania,Production,"Pumpkins, squash and gourds",2024,2024,t,9770,Official figure
QCL,Crops and livestock products,Romania,Production,Rape or colza seed,2024,2024,t,1180840,Official figure
QCL,Crops and livestock products,Romania,Production,Raspberries,2024,2024,t,330,Official figure
QCL,Crops and livestock products,Romania,Production,Raw hides and skins of buffaloes,2024,2024,t,,Missing value; data cannot exist
QCL,Crops and livestock products,Romania,Production,Raw milk of buffalo,2024,2024,t,15100,Official figure
QCL,Crops and livestock products,Romania,Production,Raw milk of cattle,2024,2024,t,3724100,Official figure
QCL,Crops and livestock products,Romania,Production,Raw milk of goats,2024,2024,t,232500,Official figure
QCL,Crops and livestock products,Romania,Production,Raw milk of sheep,2024,2024,t,434400,Official figure
QCL,Crops and livestock products,Romania,Production,Rice,2024,2024,t,14400,Official figure
QCL,Crops and livestock products,Romania,Production,Rye,2024,2024,t,27920,Official figure
QCL,Crops and livestock products,Romania,Production,Sorghum,2024,2024,t,24880,Official figure
QCL,Crops and livestock products,Romania,Production,Sour cherries,2024,2024,t,26630,Official figure
QCL,Crops and livestock products,Romania,Production,Soya beans,2024,2024,t,316760,Official figure
QCL,Crops and livestock products,Romania,Production,Spinach,2024,2024,t,770,Official figure
QCL,Crops and livestock products,Romania,Production,Strawberries,2024,2024,t,18420,Official figure
QCL,Crops and livestock products,Romania,Production,Sugar beet,2024,2024,t,875120,Official figure
QCL,Crops and livestock products,Romania,Production,Sunflower seed,2024,2024,t,1508000,Official figure
QCL,Crops and livestock products,Romania,Production,"Tangerines, mandarins, clementines",2024,2024,t,0,Official figure
QCL,Crops and livestock products,Romania,Production,Tomatoes,2024,2024,t,241710,Official figure
QCL,Crops and livestock products,Romania,Production,Triticale,2024,2024,t,185260,Official figure
QCL,Crops and livestock products,Romania,Production,"True hemp, raw or retted",2024,2024,t,1910,Official figure
QCL,Crops and livestock products,Romania,Production,Unmanufactured tobacco,2024,2024,t,430,Official figure
QCL,Crops and livestock products,Romania,Production,"Walnuts, in shell",2024,2024,t,52700,Official figure
QCL,Crops and livestock products,Romania,Production,Watermelons,2024,2024,t,130350,Official figure
QCL,Crops and livestock products,Romania,Production,Wheat,2024,2024,t,9290880,Official figure
QCL,Crops and livestock products,Russian Federation,Production,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2024,2024,t,65553.87,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,Apples,2024,2024,t,2014405.66,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,Apricots,2024,2024,t,74554.03,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,Barley,2024,2024,t,16667000,Figure from external organization
QCL,Crops and livestock products,Russian Federation,Production,"Beans, dry",2024,2024,t,6708.33,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,Blueberries,2024,2024,t,4313.69,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,"Broad beans and horse beans, dry",2024,2024,t,7317.85,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,"Broad beans and horse beans, green",2024,2024,t,338,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,Buckwheat,2024,2024,t,979962.4,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,Cabbages,2024,2024,t,2623670.88,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,Carrots and turnips,2024,2024,t,1383154.67,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,Castor oil seeds,2024,2024,t,177.23,Estimated value
QCL,Crops and livestock products,Russian Federation,Production,"Cattle fat, unrendered",2024,2024,t,56432.93,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,Cauliflowers and broccoli,2024,2024,t,23872.79,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,Cereals n.e.c.,2024,2024,t,25987.87,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,Cherries,2024,2024,t,53442.47,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,"Chick peas, dry",2024,2024,t,414126.8,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,Chicory roots,2024,2024,t,15.08,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,Cucumbers and gherkins,2024,2024,t,1693491.8,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,Currants,2024,2024,t,509945.4,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,"Edible offal of cattle, fresh, chilled or frozen",2024,2024,t,294045.24,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,"Edible offal of goat, fresh, chilled or frozen",2024,2024,t,2401.25,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,"Edible offal of pigs, fresh, chilled or frozen",2024,2024,t,331667.79,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,"Edible offal of sheep, fresh, chilled or frozen",2024,2024,t,26093.28,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,"Edible offals of camels and other camelids, fresh, chilled or frozen",2024,2024,t,16.67,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,"Edible offals of horses and other equines, fresh, chilled or frozen",2024,2024,t,5545.81,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,"Eggs from other birds in shell, fresh, n.e.c.",2024,2024,t,23970,Estimated value
QCL,Crops and livestock products,Russian Federation,Production,"Eggs from other birds in shell, fresh, n.e.c.",2024,2024,1000 No,368700,Estimated value
QCL,Crops and livestock products,Russian Federation,Production,Fat of camels,2024,2024,t,6.72,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,Fat of pigs,2024,2024,t,331667.79,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,"Flax, raw or retted",2024,2024,t,24100,Estimated value
QCL,Crops and livestock products,Russian Federation,Production,"Goat fat, unrendered",2024,2024,t,472.97,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,Gooseberries,2024,2024,t,85452.52,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,Grapes,2024,2024,t,823136.18,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,Green garlic,2024,2024,t,134330.92,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,Hempseed,2024,2024,t,1799.3,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,"Hen eggs in shell, fresh",2024,2024,t,2595974.06,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,"Hen eggs in shell, fresh",2024,2024,1000 No,46356680,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,Hop cones,2024,2024,t,110.59,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,"Horse meat, fresh or chilled",2024,2024,t,48723.89,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,"Kenaf, and other textile bast fibres, raw or retted",2024,2024,t,50321.92,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,"Lentils, dry",2024,2024,t,239885.54,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,Linseed,2024,2024,t,1180000,Figure from external organization
QCL,Crops and livestock products,Russian Federation,Production,Lupins,2024,2024,t,109833.26,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,Maize (corn),2024,2024,t,13954000,Figure from external organization
QCL,Crops and livestock products,Russian Federation,Production,"Meat of camels, fresh or chilled",2024,2024,t,116.41,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,"Meat of cattle with the bone, fresh or chilled",2024,2024,t,1692987.76,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,"Meat of chickens, fresh or chilled",2024,2024,t,5457329.8,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,"Meat of goat, fresh or chilled",2024,2024,t,16735.97,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,"Meat of pig with the bone, fresh or chilled",2024,2024,t,4942500.33,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen",2024,2024,t,,Missing value; data cannot exist
QCL,Crops and livestock products,Russian Federation,Production,"Meat of rabbits and hares, fresh or chilled",2024,2024,t,17593.26,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,"Meat of sheep, fresh or chilled",2024,2024,t,188213.82,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,Millet,2024,2024,t,325000,Figure from external organization
QCL,Crops and livestock products,Russian Federation,Production,Mushrooms and truffles,2024,2024,t,121655.04,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,Mustard seed,2024,2024,t,146746.49,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,Natural honey,2024,2024,t,65455.11,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,Oats,2024,2024,t,3000000,Figure from external organization
QCL,Crops and livestock products,Russian Federation,Production,"Onions and shallots, dry (excluding dehydrated)",2024,2024,t,1667525.47,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,Oranges,2024,2024,t,53.81,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,Other berries and fruits of the genus vaccinium n.e.c.,2024,2024,t,4487.77,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,"Other fruits, n.e.c.",2024,2024,t,1300,Estimated value
QCL,Crops and livestock products,Russian Federation,Production,"Other meat of mammals, fresh or chilled",2024,2024,t,500913.73,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2024,2024,t,25220.55,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,"Other oil seeds, n.e.c.",2024,2024,t,39565.38,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,Other pulses n.e.c.,2024,2024,t,2982.25,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,"Other vegetables, fresh n.e.c.",2024,2024,t,1874386.02,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,Peaches and nectarines,2024,2024,t,41085.6,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,Pears,2024,2024,t,70940.38,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,"Peas, dry",2024,2024,t,3251857.7,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,"Peas, green",2024,2024,t,125439.36,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,Plums and sloes,2024,2024,t,179519.04,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,Potatoes,2024,2024,t,18448001.12,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,"Pumpkins, squash and gourds",2024,2024,t,1163234.89,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,Quinces,2024,2024,t,7652.91,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,Rape or colza seed,2024,2024,t,4610000,Figure from external organization
QCL,Crops and livestock products,Russian Federation,Production,Raspberries,2024,2024,t,213818.13,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,Raw hides and skins of cattle,2024,2024,t,201970.47,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,Raw hides and skins of goats or kids,2024,2024,t,2728.69,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,Raw hides and skins of sheep or lambs,2024,2024,t,24810,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,Raw milk of camel,2024,2024,t,28.33,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,Raw milk of cattle,2024,2024,t,32792113,Estimated value
QCL,Crops and livestock products,Russian Federation,Production,Raw milk of goats,2024,2024,t,240887,Estimated value
QCL,Crops and livestock products,Russian Federation,Production,Raw milk of sheep,2024,2024,t,5800,Estimated value
QCL,Crops and livestock products,Russian Federation,Production,Rice,2024,2024,t,1258900,Official figure
QCL,Crops and livestock products,Russian Federation,Production,Rye,2024,2024,t,1200000,Figure from external organization
QCL,Crops and livestock products,Russian Federation,Production,Safflower seed,2024,2024,t,159609.94,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,"Sheep fat, unrendered",2024,2024,t,8555.17,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,"Shorn wool, greasy, including fleece-washed shorn wool",2024,2024,t,43564.17,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,Sorghum,2024,2024,t,108433.41,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,Sour cherries,2024,2024,t,265388.92,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,Soya beans,2024,2024,t,7000000,Figure from external organization
QCL,Crops and livestock products,Russian Federation,Production,Strawberries,2024,2024,t,253628.39,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,Sugar beet,2024,2024,t,46680177.49,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,Sunflower seed,2024,2024,t,17200000,Figure from external organization
QCL,Crops and livestock products,Russian Federation,Production,Tea leaves,2024,2024,t,131.86,Value imputed by a receiving agency
QCL,Crops and livestock products,Russian Federation,Production,Tomatoes,2024,2024,t,2949454.99,Value imputed by a receiving agency
